lon,lat,media,incerteza,amplitude,cv
-60.41666666666667,5.083333333333336,0.02829523803666234,0.004418850461883091,0.009820055216550827,0.15616940405864602
-60.25,5.083333333333336,0.061178356409072876,0.020146757396963564,0.04723227396607399,0.3293118445721395
-60.41666666666667,4.916666666666669,0.025322617031633854,0.00580135013118505,0.012582290917634964,0.22909757407529446
-60.25,4.916666666666669,0.02763806702569127,0.007326065999334489,0.016655053943395615,0.2650715765514449
-60.583333333333336,4.750000000000003,0.02547534927725792,0.005552040809597695,0.012215938419103622,0.21793776992702718
-60.41666666666667,4.750000000000003,0.0266681551001966,0.002256898605398283,0.005038825795054436,0.08462897402983999
-60.25,4.750000000000003,0.025606776122003794,0.00605982708919738,0.014032887294888496,0.23664935641742876
-60.75,4.583333333333336,0.03323296504095197,0.006322868263686959,0.014616923406720161,0.19025892681846118
-60.583333333333336,4.583333333333336,0.025204836390912533,0.0052388284764859055,0.01259174756705761,0.20785012825454152
-60.41666666666667,4.583333333333336,0.02724798582494259,0.009563783222615706,0.02273034304380417,0.35099046527912886
-60.25,4.583333333333336,0.028518194798380136,0.004180946471294936,0.009049905464053154,0.1466062806868974
-61.083333333333336,4.416666666666669,0.045617145486176014,0.007441298663293874,0.015990369021892548,0.1631250395873392
-60.91666666666667,4.416666666666669,0.06740800943225622,0.0057355037396554145,0.012639518827199936,0.08508638347227102
-60.75,4.416666666666669,0.05593870114535093,0.00617680998544653,0.0132792629301548,0.11042104766424103
-60.583333333333336,4.416666666666669,0.06692424789071083,0.0022836652292423914,0.004957050085067749,0.03412313625058112
-60.41666666666667,4.416666666666669,0.048250727355480194,0.008801889166488629,0.019288118928670883,0.1824198234700587
-60.25,4.416666666666669,0.04189989389851689,0.010970737677023218,0.024309391155838966,0.2618321111646429
-60.083333333333336,4.416666666666669,0.02968121087178588,0.009602709931472926,0.02080053649842739,0.3235282405746118
-61.41666666666667,4.250000000000003,0.08573690988123417,0.007828322458735118,0.01860036700963974,0.09130632850634797
-61.25,4.250000000000003,0.12429065443575382,0.018014449343643928,0.039141058921813965,0.14493808424635535
-61.083333333333336,4.250000000000003,0.13600163348019123,0.022748992708162444,0.05081542581319809,0.1672699961465967
-60.91666666666667,4.250000000000003,0.15663770958781242,0.01837808576392118,0.0380903035402298,0.11732861653992883
-60.75,4.250000000000003,0.1135905385017395,0.012312271122195198,0.02483421564102173,0.10839169603907328
-60.583333333333336,4.250000000000003,0.1177484355866909,0.010227956641145728,0.020893722772598267,0.08686278157483897
-60.41666666666667,4.250000000000003,0.08600394055247307,0.006542716904333372,0.015371665358543396,0.07607461777104856
-60.25,4.250000000000003,0.051667941734194756,0.005735595309855359,0.01316489651799202,0.11100878257086523
-60.083333333333336,4.250000000000003,0.045067198574543,0.007343392205497305,0.015993349254131317,0.1629431701495941
-59.91666666666667,4.250000000000003,0.04170144908130169,0.011759245502602801,0.026159416884183884,0.281986495953098
-61.75,4.083333333333336,0.07076493930071592,0.010316447358401046,0.023481670767068863,0.14578472701801182
-61.583333333333336,4.083333333333336,0.15271583572030067,0.022947535282831815,0.052742570638656616,0.1502629715811546
-61.41666666666667,4.083333333333336,0.21797636523842812,0.0292060637665349,0.06861518323421478,0.13398729598316111
-61.25,4.083333333333336,0.19586719200015068,0.02568763070352594,0.05631369352340698,0.13114820527730942
-61.083333333333336,4.083333333333336,0.23166730254888535,0.04717325358302807,0.10561923682689667,0.20362499612164212
-60.91666666666667,4.083333333333336,0.22154350578784943,0.02159254425548726,0.049095287919044495,0.0974641264193243
-60.75,4.083333333333336,0.2206544503569603,0.015252397516780621,0.03684140741825104,0.0691234529469326
-60.583333333333336,4.083333333333336,0.17400363460183144,0.031123776780620838,0.06713899970054626,0.17886854404990257
-60.41666666666667,4.083333333333336,0.17955125123262405,0.02722897603742149,0.061897337436676025,0.1516501603330183
-60.25,4.083333333333336,0.10121249593794346,0.010935796354848303,0.02333500236272812,0.10804788730388964
-60.083333333333336,4.083333333333336,0.09666821546852589,0.00972463118986453,0.02044931799173355,0.10059802120823015
-59.91666666666667,4.083333333333336,0.051818001084029675,0.006290274857467673,0.01519525796175003,0.12139169257546559
-51.41666666666667,4.083333333333336,0.4837427958846092,0.07737748742610859,0.17399844527244568,0.1599558444784902
-64.25,3.916666666666669,0.025961687322705984,0.0020623256495498027,0.004415666684508324,0.0794372732370943
-62.583333333333336,3.916666666666669,0.07351911440491676,0.00505699893703391,0.010678797960281372,0.06878481845118242
-62.41666666666667,3.916666666666669,0.09960444085299969,0.01623343813716153,0.03764092177152634,0.16297905995094641
-62.25,3.916666666666669,0.05447354167699814,0.007010417577784228,0.016184411942958832,0.1286939927525298
-62.083333333333336,3.916666666666669,0.08767794631421566,0.01084143565150476,0.025964781641960144,0.12365065683281161
-61.91666666666667,3.916666666666669,0.11543423496186733,0.012092469323295158,0.02888905256986618,0.10475635176418674
-61.75,3.916666666666669,0.1254425160586834,0.018478223971437356,0.04020761698484421,0.14730431557027315
-61.583333333333336,3.916666666666669,0.24483730643987656,0.020540207887338697,0.04810076951980591,0.08389329300346085
-61.41666666666667,3.916666666666669,0.2446538545191288,0.032946477998969964,0.075725257396698,0.13466568128970138
-61.25,3.916666666666669,0.19052926823496819,0.029084018418608946,0.0683034211397171,0.15264855991963078
-61.083333333333336,3.916666666666669,0.14851495623588562,0.004604173551313384,0.011028140783309937,0.031001413379542708
-60.91666666666667,3.916666666666669,0.13011954724788666,0.006558575751556861,0.014703378081321716,0.05040423126482545
-60.75,3.916666666666669,0.15227098762989044,0.03421269810102421,0.07622663676738739,0.22468297233470058
-60.583333333333336,3.916666666666669,0.12541335634887218,0.020835182007875458,0.047458238899707794,0.16613208205604987
-60.41666666666667,3.916666666666669,0.13040162809193134,0.02305697339332919,0.050901420414447784,0.1768150730225112
-60.25,3.916666666666669,0.14962958171963692,0.020441799681107802,0.04818107187747955,0.13661603171096137
-60.083333333333336,3.916666666666669,0.09203965961933136,0.01083981227754913,0.024049557745456696,0.11777327645910168
-59.91666666666667,3.916666666666669,0.09973848052322865,0.0204317091873693,0.04388543963432312,0.20485282190168164
-59.75,3.916666666666669,0.18509545922279358,0.03273110750994581,0.07254563271999359,0.17683366003348794
-51.583333333333336,3.916666666666669,0.592795729637146,0.09279474572261588,0.19398444890975952,0.15653747333742793
-51.41666666666667,3.916666666666669,0.5319852232933044,0.0954135367301226,0.2055966556072235,0.17935373493920778
-64.08333333333333,3.7500000000000027,0.026315808296203613,0.0021675836639579163,0.005139969289302826,0.0823681203161302
-63.91666666666667,3.7500000000000027,0.03107395488768816,0.011569494674764435,0.025000527501106262,0.3723212805251383
-63.75,3.7500000000000027,0.027266301214694977,0.004467645910205346,0.009247666224837303,0.16385229059956033
-63.583333333333336,3.7500000000000027,0.03417167207226157,0.013432694919763486,0.03197610564529896,0.39309445822135547
-63.41666666666667,3.7500000000000027,0.07204742729663849,0.00425681722366765,0.009758390486240387,0.05908354237468046
-62.583333333333336,3.7500000000000027,0.10464744828641415,0.011234116333261776,0.021649405360221863,0.10735203310944225
-62.41666666666667,3.7500000000000027,0.08377137966454029,0.014726202527904221,0.03137602657079697,0.17579037837116698
-62.25,3.7500000000000027,0.07657431624829769,0.009996084720239922,0.023729756474494934,0.13054095955394368
-62.083333333333336,3.7500000000000027,0.11405165866017342,0.01565913276521072,0.03615538775920868,0.13729859740022224
-61.91666666666667,3.7500000000000027,0.17200060188770294,0.020177821555087513,0.038486212491989136,0.11731250550077355
-61.75,3.7500000000000027,0.07260803133249283,0.004492123744816857,0.010999038815498352,0.061868138584368786
-61.583333333333336,3.7500000000000027,0.18578190729022026,0.01664975833074952,0.03403574228286743,0.08961991279775164
-61.41666666666667,3.7500000000000027,0.22746259346604347,0.038578755126255485,0.0862162709236145,0.16960483277007335
-61.25,3.7500000000000027,0.16437272354960442,0.04230947801855572,0.09460781514644623,0.25739962875158884
-61.083333333333336,3.7500000000000027,0.12999496422708035,0.020603373201553362,0.047520093619823456,0.1584936256881657
-60.91666666666667,3.7500000000000027,0.1188056506216526,0.01214353090399148,0.02827196568250656,0.1022134119080216
-60.75,3.7500000000000027,0.16715990751981735,0.025626358454493178,0.0587778240442276,0.15330445460706593
-60.583333333333336,3.7500000000000027,0.1420486979186535,0.023664842444143165,0.05233025550842285,0.16659668684675466
-60.41666666666667,3.7500000000000027,0.1345346886664629,0.021917070189652867,0.046408556401729584,0.16291017883119688
-60.25,3.7500000000000027,0.16178831830620766,0.022351199658353832,0.051911383867263794,0.13815088686471771
-60.083333333333336,3.7500000000000027,0.19629574939608574,0.026072440131413098,0.06015896797180176,0.1328222348758256
-59.91666666666667,3.7500000000000027,0.16357124596834183,0.020739257406384548,0.04558916389942169,0.1267903614942109
-51.75,3.7500000000000027,0.6220090538263321,0.1023395830592939,0.2097814679145813,0.16453069682787544
-51.583333333333336,3.7500000000000027,0.6153878569602966,0.09555358473463918,0.19935637712478638,0.15527375727988094
-51.41666666666667,3.7500000000000027,0.5771679580211639,0.09198780389848081,0.20481544733047485,0.15937787713279078
-51.25,3.7500000000000027,0.5819842889904976,0.09695913057884802,0.2232387363910675,0.16660094166293057
-63.91666666666667,3.5833333333333357,0.02442387235350907,0.016244982131816986,0.03462651651352644,0.6651272122900286
-63.75,3.5833333333333357,0.035865819081664085,0.006629025765332581,0.014373779296875,0.1848285062231182
-63.583333333333336,3.5833333333333357,0.033109818585217,0.008272821737134985,0.016642574220895767,0.2498600744622825
-63.41666666666667,3.5833333333333357,0.05362875387072563,0.010324669539029383,0.022329844534397125,0.19252115318430546
-63.25,3.5833333333333357,0.07962259650230408,0.009343944141041722,0.021774858236312866,0.1173529192905852
-63.083333333333336,3.5833333333333357,0.11880442313849926,0.017168127760535928,0.03774823993444443,0.14450747966278787
-62.91666666666667,3.5833333333333357,0.028966900426894426,0.011119066716157434,0.02507263422012329,0.38385421126500285
-62.75,3.5833333333333357,0.02709059533663094,0.013891213941679236,0.026686488650739193,0.5127688693830966
-62.583333333333336,3.5833333333333357,0.06818890757858753,0.007805712460805045,0.016495659947395325,0.1144718802219992
