limiar,sensibilidade,especificidade,acuracia,TSS,Kappa,TP,TN,FP,FN
0.43,0.8157894736842105,0.6946107784431138,0.706989247311828,0.5104002521273243,0.24215011961722493,31,232,102,7
0.44,0.8157894736842105,0.7035928143712575,0.7150537634408602,0.5193822880554682,0.2505701687699561,31,235,99,7
0.45,0.8157894736842105,0.7155688622754491,0.7258064516129032,0.5313583359596596,0.26224918338777414,31,239,95,7
0.46,0.7894736842105263,0.7365269461077845,0.7419354838709677,0.5260006303183107,0.2721343551279961,30,246,88,8
0.47000000000000003,0.7894736842105263,0.7514970059880239,0.7553763440860215,0.5409706901985503,0.28858439811701403,30,251,83,8
0.48000000000000004,0.7631578947368421,0.7604790419161677,0.760752688172043,0.5236369366530098,0.28646551724137925,29,254,80,9
0.49,0.7631578947368421,0.7634730538922155,0.7634408602150538,0.5266309486290577,0.2899531494013535,29,255,79,9
0.5,0.7631578947368421,0.7694610778443114,0.7688172043010753,0.5326189725811536,0.29706451045877996,29,257,77,9
0.51,0.7631578947368421,0.781437125748503,0.7795698924731183,0.5445950204853451,0.31185706551164033,29,261,73,9
0.52,0.7631578947368421,0.7874251497005988,0.7849462365591398,0.5505830444374409,0.3195536857508687,29,263,71,9
0.53,0.7368421052631579,0.7934131736526946,0.7876344086021505,0.5302552789158526,0.3141336818521284,28,265,69,10
0.54,0.7368421052631579,0.7994011976047904,0.793010752688172,0.5362433028679483,0.3221317682695946,28,267,67,10
0.55,0.7105263157894737,0.8173652694610778,0.8064516129032258,0.5278915852505515,0.33346605614174785,27,273,61,11
0.56,0.7105263157894737,0.8233532934131736,0.8118279569892473,0.5338796092026472,0.3422913719943422,27,275,59,11
0.5700000000000001,0.7105263157894737,0.8383233532934131,0.8252688172043011,0.5488496690828868,0.36555415617128484,27,280,54,11
0.5800000000000001,0.6052631578947368,0.8413173652694611,0.8172043010752689,0.44658052316419794,0.30945621314697547,23,281,53,15
0.59,0.6052631578947368,0.844311377245509,0.8198924731182796,0.4495745351402458,0.3140686922060769,23,282,52,15
0.6,0.5789473684210527,0.8502994011976048,0.8225806451612904,0.4292467696186575,0.30737982396750185,22,284,50,16
0.61,0.5789473684210527,0.8592814371257484,0.8306451612903226,0.4382288055468011,0.3218750000000001,22,287,47,16
0.62,0.5789473684210527,0.8652694610778443,0.8360215053763441,0.44421682949889707,0.33195949128591623,22,289,45,16
0.63,0.5526315789473685,0.8682634730538922,0.8360215053763441,0.42089505200126065,0.32011025886864825,21,290,44,17
0.64,0.5263157894736842,0.8712574850299402,0.8360215053763441,0.39757327450362423,0.30783308931185954,20,291,43,18
0.65,0.5263157894736842,0.874251497005988,0.8387096774193549,0.4005672864796721,0.3129770992366415,20,292,42,18
0.66,0.5263157894736842,0.8832335329341318,0.8467741935483871,0.40954932240781594,0.32898734177215205,20,295,39,18
0.67,0.5263157894736842,0.8922155688622755,0.8548387096774194,0.4185313583359598,0.34592341755665534,20,298,36,18
0.68,0.5,0.8922155688622755,0.8521505376344086,0.3922155688622755,0.3273277222514468,19,298,36,19
0.6900000000000001,0.5,0.8952095808383234,0.8548387096774194,0.39520958083832336,0.33306772908366533,19,299,35,19
0.7000000000000001,0.5,0.9011976047904192,0.8602150537634409,0.4011976047904193,0.34489298293145493,19,301,33,19
0.7100000000000001,0.47368421052631576,0.9161676646706587,0.8709677419354839,0.3898518751969744,0.35658691265494386,18,306,28,20
0.72,0.4473684210526316,0.9161676646706587,0.8682795698924731,0.3635360857232903,0.33610139860139854,17,306,28,21
0.73,0.4473684210526316,0.9311377245508982,0.8817204301075269,0.3785061456035297,0.36987988912842634,17,311,23,21
0.74,0.4473684210526316,0.9341317365269461,0.8844086021505376,0.3815001575795778,0.3771028037383177,17,312,22,21
0.75,0.42105263157894735,0.9401197604790419,0.8870967741935484,0.36117239205798923,0.36979670861568226,16,314,20,22
0.76,0.39473684210526316,0.9401197604790419,0.8844086021505376,0.33485660258430494,0.346995427824951,15,314,20,23
0.77,0.39473684210526316,0.9431137724550899,0.8870967741935484,0.33785061456035304,0.35438016528925603,15,315,19,23
0.78,0.3684210526315789,0.9461077844311377,0.8870967741935484,0.3145288370627166,0.338190443917316,14,316,18,24
0.79,0.3684210526315789,0.9461077844311377,0.8870967741935484,0.3145288370627166,0.338190443917316,14,316,18,24
0.8,0.3684210526315789,0.9461077844311377,0.8870967741935484,0.3145288370627166,0.338190443917316,14,316,18,24
0.81,0.34210526315789475,0.9461077844311377,0.8844086021505376,0.28821304758903254,0.31382978723404265,13,316,18,25
0.8200000000000001,0.34210526315789475,0.9491017964071856,0.8870967741935484,0.2912070595650804,0.3211678832116787,13,317,17,25
