variavel,variavel_z,variavel_legenda,valor,valor_z,adequabilidade
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.00254092530116,-1.4780501249660196,0.4229018496008761
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.15978458993386,-1.4530823638971877,0.4139270053679197
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.31702825456658,-1.4281146028283536,0.4051846525541334
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.47427191919928,-1.4031468417595216,0.39667648965102553
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.63151558383198,-1.3781790806906897,0.38840354393764853
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.7887592484647,-1.3532113196218556,0.38036622071430287
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.9460029130974,-1.3282435585530237,0.3725643526336998
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,70.10324657773012,-1.3032757974841895,0.36499724863616706
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,70.26049024236282,-1.2783080364153576,0.3576637420616342
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,70.41773390699552,-1.2533402753465257,0.35056223757520266
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,70.57497757162824,-1.2283725142776916,0.34369075660424026
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,70.73222123626094,-1.2034047532088596,0.33704698104223724
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,70.88946490089364,-1.1784369921400277,0.3306282950276809
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,71.04670856552636,-1.1534692310711936,0.32443182465458326
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,71.20395223015906,-1.1285014700023617,0.31845447551482076
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,71.36119589479178,-1.1035337089335275,0.31269296801110996
