limiar,sensibilidade,especificidade,acuracia,TSS,Kappa,TP,TN,FP,FN
0.35000000000000003,0.34210526315789475,0.9730538922155688,0.9086021505376344,0.3151591553734636,0.38744672607516456,13,325,9,25
0.36000000000000004,0.3157894736842105,0.9730538922155688,0.9059139784946236,0.2888433658997793,0.36025943396226384,12,325,9,26
0.37,0.2894736842105263,0.9730538922155688,0.9032258064516129,0.26252757642609525,0.33226964499401673,11,325,9,27
0.38,0.2631578947368421,0.9730538922155688,0.9005376344086021,0.23621178695241096,0.30344129554655846,10,325,9,28
0.39,0.2631578947368421,0.9760479041916168,0.9032258064516129,0.23920579892845883,0.311960542540074,10,326,8,28
0.4,0.2631578947368421,0.9790419161676647,0.9059139784946236,0.2421998109045067,0.3207429048414021,10,327,7,28
0.41000000000000003,0.23684210526315788,0.9820359281437125,0.9059139784946236,0.2188780334068705,0.29909560723514195,9,328,6,29
0.42000000000000004,0.23684210526315788,0.9850299401197605,0.9086021505376344,0.22187204538291838,0.3080962800875269,9,329,5,29
0.43,0.21052631578947367,0.9880239520958084,0.9086021505376344,0.19855026788528196,0.2849389416553591,8,330,4,30
0.44,0.21052631578947367,0.9910179640718563,0.9112903225806451,0.20154427986132983,0.294158233670653,8,331,3,30
0.45,0.21052631578947367,0.9910179640718563,0.9112903225806451,0.20154427986132983,0.294158233670653,8,331,3,30
0.46,0.21052631578947367,0.9910179640718563,0.9112903225806451,0.20154427986132983,0.294158233670653,8,331,3,30
0.47000000000000003,0.21052631578947367,0.9910179640718563,0.9112903225806451,0.20154427986132983,0.294158233670653,8,331,3,30
0.48000000000000004,0.18421052631578946,0.9910179640718563,0.9086021505376344,0.17522849038764576,0.2601778193729523,7,331,3,31
0.49,0.18421052631578946,0.9940119760479041,0.9112903225806451,0.17822250236369364,0.26928571428571424,7,332,2,31
0.5,0.13157894736842105,0.9940119760479041,0.9059139784946236,0.12559092341632527,0.19669299111549857,5,332,2,33
0.51,0.13157894736842105,0.9940119760479041,0.9059139784946236,0.12559092341632527,0.19669299111549857,5,332,2,33
0.52,0.13157894736842105,0.9970059880239521,0.9086021505376344,0.12858493539237315,0.20512820512820482,5,333,1,33
0.53,0.07894736842105263,0.9970059880239521,0.9032258064516129,0.07595335644500478,0.1258485639686682,3,333,1,35
0.54,0.07894736842105263,0.9970059880239521,0.9032258064516129,0.07595335644500478,0.1258485639686682,3,333,1,35
0.55,0.05263157894736842,0.9970059880239521,0.9005376344086021,0.04963756697132049,0.08386581469648499,2,333,1,36
0.56,0.05263157894736842,1,0.9032258064516129,0.05263157894736836,0.09071156979902212,2,334,0,36
0.5700000000000001,0.05263157894736842,1,0.9032258064516129,0.05263157894736836,0.09071156979902212,2,334,0,36
0.5800000000000001,0.05263157894736842,1,0.9032258064516129,0.05263157894736836,0.09071156979902212,2,334,0,36
0.59,0.05263157894736842,1,0.9032258064516129,0.05263157894736836,0.09071156979902212,2,334,0,36
0.6,0.02631578947368421,1,0.9005376344086021,0.026315789473684292,0.04628603104212802,1,334,0,37
0.61,0.02631578947368421,1,0.9005376344086021,0.026315789473684292,0.04628603104212802,1,334,0,37
0.62,0.02631578947368421,1,0.9005376344086021,0.026315789473684292,0.04628603104212802,1,334,0,37
