lon,lat,pa,tipo,pred,modelo,n_modelos
-64.08333333333333,-2.0833333333333304,0,background,1.850804259434196e-4,GLM,1
-50.91666666666667,-2.0833333333333304,0,background,0.10601556712060224,GLM,1
-70.25,-9.416666666666664,0,background,0.01699283212137083,GLM,1
-48.75,-8.58333333333333,0,background,0.01624174542767776,GLM,1
-55.25,1.2500000000000029,0,background,0.00398599686986438,GLM,1
-56.75,-13.416666666666664,0,background,3.704939217332774e-5,GLM,1
-51.91666666666667,1.9166666666666692,0,background,0.39021771279100814,GLM,1
-53.75,-7.7499999999999964,0,background,0.00149335983338825,GLM,1
-64.91666666666667,-0.7499999999999973,0,background,0.00715018466855851,GLM,1
-61.583333333333336,-4.08333333333333,0,background,0.04067582494838044,GLM,1
-51.41666666666667,-9.58333333333333,0,background,7.554369236580964e-5,GLM,1
-54.25,-11.916666666666664,0,background,0.00511523835094378,GLM,1
-62.91666666666667,-1.0833333333333304,0,background,0.07846686885504134,GLM,1
-50.583333333333336,-7.58333333333333,0,background,1.9105148633151027e-4,GLM,1
-61.41666666666667,4.083333333333336,0,background,0.2518799105411833,GLM,1
-59.41666666666667,-15.416666666666664,0,background,4.278597897097071e-6,GLM,1
-56.25,-2.2499999999999973,0,background,0.3030313046664412,GLM,1
-58.583333333333336,-0.4166666666666643,0,background,0.13161869206775886,GLM,1
-68.41666666666667,-7.58333333333333,0,background,0.4569909715344065,GLM,1
-59.75,-9.08333333333333,0,background,0.06712229915764774,GLM,1
-60.75,-2.5833333333333304,0,background,0.273262018000644,GLM,1
-60.91666666666667,1.4166666666666692,0,background,0.05583866269686317,GLM,1
-56.75,0.7500000000000027,0,background,0.04481371251290515,GLM,1
-50.583333333333336,0.5833333333333357,0,background,0.04892343133713501,GLM,1
-65.41666666666667,-2.7499999999999964,0,background,9.436423591896813e-6,GLM,1
-54.91666666666667,-5.2499999999999964,0,background,0.01112339648910126,GLM,1
-49.41666666666667,-2.7499999999999964,0,background,0.19664125972082497,GLM,1
-62.583333333333336,-12.083333333333329,0,background,0.10937705670062248,GLM,1
-53.083333333333336,-4.416666666666664,0,background,0.0088512703291399,GLM,1
-63.583333333333336,-9.749999999999996,0,background,0.12603576700814337,GLM,1
-70.08333333333333,-9.249999999999996,0,background,0.02691844911149716,GLM,1
-54.91666666666667,-10.249999999999996,0,background,0.2226955116724584,GLM,1
-71.75,-8.749999999999996,0,background,0.03159434418818221,GLM,1
-72.41666666666667,-5.58333333333333,0,background,0.00368804559078127,GLM,1
-63.083333333333336,-5.7499999999999964,0,background,0.06593513309170987,GLM,1
-60.25,-6.2499999999999964,0,background,0.00983829074145478,GLM,1
-61.75,-4.08333333333333,0,background,0.00185706664680512,GLM,1
-60.41666666666667,-12.416666666666664,0,background,0.01743124270198035,GLM,1
-66.58333333333333,-3.916666666666664,0,background,0.00573132238843845,GLM,1
-53.083333333333336,0.0833333333333357,0,background,0.4521849641537691,GLM,1
-53.583333333333336,-10.249999999999996,0,background,0.02825812509150747,GLM,1
-50.41666666666667,-1.0833333333333304,0,background,0.2638781061299657,GLM,1
-69.08333333333333,0.7500000000000027,0,background,4.216196326997174e-6,GLM,1
-56.75,-1.9166666666666643,0,background,0.4614318492054117,GLM,1
-62.083333333333336,-8.916666666666664,0,background,0.10452596774233348,GLM,1
-56.25,-0.4166666666666643,0,background,0.10829336082530064,GLM,1
-47.583333333333336,-3.4166666666666643,0,background,0.03602282758477224,GLM,1
-64.58333333333333,-10.08333333333333,0,background,0.04402556747679123,GLM,1
-64.91666666666667,-9.249999999999996,0,background,0.08408699431625428,GLM,1
-55.083333333333336,-10.916666666666664,0,background,6.636816966554926e-4,GLM,1
-65.08333333333333,-3.5833333333333304,0,background,0.00549686296849075,GLM,1
-54.583333333333336,-8.416666666666664,0,background,0.04161926042210547,GLM,1
-65.91666666666667,-6.58333333333333,0,background,0.04040900542506652,GLM,1
-47.583333333333336,-4.7499999999999964,0,background,3.0937677681888937e-4,GLM,1
-55.083333333333336,-11.416666666666664,0,background,0.00162103244651873,GLM,1
