especie,lon,lat,fonte,origem,id_origem,especie_padrao
Dinizia excelsa Ducke,-56.893889,-2.158167,GBIF,PRESERVED_SPECIMEN,1095267712,Dinizia excelsa
Dinizia excelsa Ducke,-56.893889,-2.891389,GBIF,PRESERVED_SPECIMEN,4900553268,Dinizia excelsa
Dinizia excelsa Ducke,-56.457222,-1.815556,GBIF,PRESERVED_SPECIMEN,1424231608,Dinizia excelsa
Dinizia excelsa Ducke,-84.00361,10.43138,GBIF,PRESERVED_SPECIMEN,4061084103,Dinizia excelsa
Dinizia excelsa Ducke,-56.7889,2.325,GBIF,PRESERVED_SPECIMEN,1456007215,Dinizia excelsa
Dinizia excelsa Ducke,-56.78889,2.325,GBIF,PRESERVED_SPECIMEN,2515074151,Dinizia excelsa
Dinizia excelsa Ducke,-56.788889,2.325,GBIF,PRESERVED_SPECIMEN,4947583628,Dinizia excelsa
Dinizia excelsa Ducke,-56.7722,2.35056,GBIF,PRESERVED_SPECIMEN,1456354622,Dinizia excelsa
Dinizia excelsa Ducke,-60.658681,-3.154839,GBIF,PRESERVED_SPECIMEN,5053820358,Dinizia excelsa
Dinizia excelsa Ducke,-62.089167,-1.028611,GBIF,PRESERVED_SPECIMEN,1423973695,Dinizia excelsa
Dinizia excelsa Ducke,-62.05,-1.01,GBIF,PRESERVED_SPECIMEN,2302451366,Dinizia excelsa
Dinizia excelsa Ducke,-51.986389,-2.301667,GBIF,PRESERVED_SPECIMEN,1314873399,Dinizia excelsa
Dinizia excelsa Ducke,-48.473333,-2.102778,GBIF,PRESERVED_SPECIMEN,2302449845,Dinizia excelsa
Dinizia excelsa Ducke,-48.330556,-3.34,GBIF,PRESERVED_SPECIMEN,2302451249,Dinizia excelsa
Dinizia excelsa Ducke,-48.288222,-3.725667,GBIF,PRESERVED_SPECIMEN,1303586911,Dinizia excelsa
Dinizia excelsa Ducke,-48.171667,-3.433333,GBIF,PRESERVED_SPECIMEN,2302450776,Dinizia excelsa
Dinizia excelsa Ducke,-48.483611,-3.285833,GBIF,PRESERVED_SPECIMEN,2302451226,Dinizia excelsa
Dinizia excelsa Ducke,-48.465556,-3.282778,GBIF,PRESERVED_SPECIMEN,2302452001,Dinizia excelsa
Dinizia excelsa Ducke,-48.470278,-3.290278,GBIF,PRESERVED_SPECIMEN,2302452224,Dinizia excelsa
Dinizia excelsa Ducke,-49.16,-3.035278,GBIF,PRESERVED_SPECIMEN,2302451445,Dinizia excelsa
Dinizia excelsa Ducke,-48.297778,-3.355,GBIF,PRESERVED_SPECIMEN,2302450797,Dinizia excelsa
Dinizia excelsa Ducke,-58.73833,1.78944,GBIF,PRESERVED_SPECIMEN,1260251886,Dinizia excelsa
Dinizia excelsa Ducke,-58.7383,1.78944,GBIF,PRESERVED_SPECIMEN,1456464353,Dinizia excelsa
Dinizia excelsa Ducke,-58.738333,1.789444,GBIF,PRESERVED_SPECIMEN,4947574286,Dinizia excelsa
Dinizia excelsa Ducke,-59.407778,-10.223611,GBIF,PRESERVED_SPECIMEN,4953875241,Dinizia excelsa
Dinizia excelsa Ducke,-59.2861,2.08,GBIF,PRESERVED_SPECIMEN,1456403653,Dinizia excelsa
Dinizia excelsa Ducke,-59.283333,2.066667,GBIF,PRESERVED_SPECIMEN,4947544486,Dinizia excelsa
Dinizia excelsa Ducke,-60.08333,-2.31666,GBIF,PRESERVED_SPECIMEN,1260252230,Dinizia excelsa
Dinizia excelsa Ducke,-60.083333,-2.316667,GBIF,PRESERVED_SPECIMEN,1424302935,Dinizia excelsa
Dinizia excelsa Ducke,0,0,GBIF,PRESERVED_SPECIMEN,2996768069,Dinizia excelsa
Dinizia excelsa Ducke,-59.860682,-2.442484,GBIF,PRESERVED_SPECIMEN,1931244114,Dinizia excelsa
Dinizia excelsa Ducke,-59.860556,-2.4425,GBIF,PRESERVED_SPECIMEN,2997848316,Dinizia excelsa
Dinizia excelsa Ducke,-59.685474,-2.31537,GBIF,PRESERVED_SPECIMEN,1931141490,Dinizia excelsa
Dinizia excelsa Ducke,-59.685556,-2.315278,GBIF,PRESERVED_SPECIMEN,2997906713,Dinizia excelsa
Dinizia excelsa Ducke,-60.063819,-3.553975,GBIF,PRESERVED_SPECIMEN,5053820427,Dinizia excelsa
Dinizia excelsa Ducke,-59.116667,0.583333,GBIF,PRESERVED_SPECIMEN,912641000,Dinizia excelsa
Dinizia excelsa Ducke,-59.116667,-0.583333,GBIF,PRESERVED_SPECIMEN,2998177518,Dinizia excelsa
Dinizia excelsa Ducke,-59.888583,-2.429224,GBIF,PRESERVED_SPECIMEN,1927839694,Dinizia excelsa
Dinizia excelsa Ducke,-59.888611,-2.429167,GBIF,PRESERVED_SPECIMEN,2998071388,Dinizia excelsa
Dinizia excelsa Ducke,-63,-5,GBIF,PRESERVED_SPECIMEN,1228314764,Dinizia excelsa
Dinizia excelsa Ducke,-59.7458,-2.41625,GBIF,PRESERVED_SPECIMEN,1563231999,Dinizia excelsa
Dinizia excelsa Ducke,-59.74583,-2.41625,GBIF,PRESERVED_SPECIMEN,2562909064,Dinizia excelsa
Dinizia excelsa Ducke,-59.727778,-2.407222,GBIF,PRESERVED_SPECIMEN,5054585373,Dinizia excelsa
Dinizia excelsa Ducke,-58.63333,1.65,GBIF,PRESERVED_SPECIMEN,438534912,Dinizia excelsa
Dinizia excelsa Ducke,-58.63,1.65,GBIF,PRESERVED_SPECIMEN,1456237971,Dinizia excelsa
Dinizia excelsa Ducke,-58.633333,1.65,GBIF,PRESERVED_SPECIMEN,2997345799,Dinizia excelsa
Dinizia excelsa Ducke,-52.85,-0.45,GBIF,PRESERVED_SPECIMEN,912641015,Dinizia excelsa
Dinizia excelsa Ducke,-52.916667,-1.116667,GBIF,PRESERVED_SPECIMEN,1314876449,Dinizia excelsa
Dinizia excelsa Ducke,-52.583333,-0.666667,GBIF,PRESERVED_SPECIMEN,1314876483,Dinizia excelsa
Dinizia excelsa Ducke,-54.718333,-2.436111,GBIF,PRESERVED_SPECIMEN,4455839270,Dinizia excelsa
Dinizia excelsa Ducke,-63.216667,-9.1,GBIF,PRESERVED_SPECIMEN,1257579480,Dinizia excelsa
Dinizia excelsa Ducke,-63.22,-9.1,GBIF,PRESERVED_SPECIMEN,1927796099,Dinizia excelsa
Dinizia excelsa Ducke,-59.97,-2.883333,GBIF,PRESERVED_SPECIMEN,1042469202,Dinizia excelsa
Dinizia excelsa Ducke,-53.58333,3.05,GBIF,PRESERVED_SPECIMEN,2515367873,Dinizia excelsa
Dinizia excelsa Ducke,-52,1,GBIF,PRESERVED_SPECIMEN,1228209913,Dinizia excelsa
Dinizia excelsa Ducke,-51.616667,0.166667,GBIF,PRESERVED_SPECIMEN,1314874451,Dinizia excelsa
Dinizia excelsa Ducke,-51.62,0.17,GBIF,PRESERVED_SPECIMEN,1563264344,Dinizia excelsa
Dinizia excelsa Ducke,-51.62,-0.17,GBIF,PRESERVED_SPECIMEN,2997949348,Dinizia excelsa
Dinizia excelsa Ducke,-58.966667,-4.116667,GBIF,PRESERVED_SPECIMEN,1423973642,Dinizia excelsa
Dinizia excelsa Ducke,-58.966667,-0.116667,GBIF,PRESERVED_SPECIMEN,1314876322,Dinizia excelsa
Dinizia excelsa Ducke,-51.616667,-0.166667,GBIF,PRESERVED_SPECIMEN,2998482758,Dinizia excelsa
Dinizia excelsa Ducke,-63.116667,-9.166667,GBIF,PRESERVED_SPECIMEN,912640937,Dinizia excelsa
Dinizia excelsa Ducke,-63,-11,GBIF,PRESERVED_SPECIMEN,1228312371,Dinizia excelsa
Dinizia excelsa Ducke,-63.11666,-9.16666,GBIF,PRESERVED_SPECIMEN,1260255018,Dinizia excelsa
Dinizia excelsa Ducke,-63.12,-9.17,GBIF,PRESERVED_SPECIMEN,1563237794,Dinizia excelsa
Dinizia excelsa Ducke,-59.87,-2.4,GBIF,PRESERVED_SPECIMEN,1563207098,Dinizia excelsa
Dinizia excelsa Ducke,-59.35,-10.2,GBIF,PRESERVED_SPECIMEN,912640968,Dinizia excelsa
Dinizia excelsa Ducke,-10.2,59.35,GBIF,PRESERVED_SPECIMEN,1314822613,Dinizia excelsa
Dinizia excelsa Ducke,-59.800556,-2.991389,GBIF,PRESERVED_SPECIMEN,1077302978,Dinizia excelsa
Dinizia excelsa Ducke,-60.05,-3.166667,GBIF,PRESERVED_SPECIMEN,5066695433,Dinizia excelsa
Dinizia excelsa Ducke,-60.025,-3.101944,GBIF,PRESERVED_SPECIMEN,4953433493,Dinizia excelsa
Dinizia excelsa Ducke,-53,-4,GBIF,PRESERVED_SPECIMEN,1228242695,Dinizia excelsa
Dinizia excelsa Ducke,-74.14,-9.1839,GBIF,PRESERVED_SPECIMEN,1228152715,Dinizia excelsa
Dinizia excelsa Ducke,-53.08982,-10.773109,GBIF,PRESERVED_SPECIMEN,1055928705,Dinizia excelsa
Dinizia excelsa Ducke,-59.96,-2.342,GBIF,PRESERVED_SPECIMEN,1042542577,Dinizia excelsa
Dinizia excelsa Ducke,-60.08,-2.316667,GBIF,PRESERVED_SPECIMEN,1042561487,Dinizia excelsa
Dinizia excelsa Ducke,-63.12,-9.166667,GBIF,PRESERVED_SPECIMEN,1042663633,Dinizia excelsa
Dinizia excelsa Ducke,-58.97,-4.116667,GBIF,PRESERVED_SPECIMEN,1042673380,Dinizia excelsa
Dinizia excelsa Ducke,-56.89,-2.158167,GBIF,PRESERVED_SPECIMEN,1042676078,Dinizia excelsa
Dinizia excelsa Ducke,-65.1,-4.867889,GBIF,PRESERVED_SPECIMEN,1042677716,Dinizia excelsa
Dinizia excelsa Ducke,-59,-1,GBIF,PRESERVED_SPECIMEN,1042678928,Dinizia excelsa
Dinizia excelsa Ducke,-65.14,-4.881111,GBIF,PRESERVED_SPECIMEN,1042687289,Dinizia excelsa
Dinizia excelsa Ducke,-64.62,-9.263056,GBIF,PRESERVED_SPECIMEN,1042693025,Dinizia excelsa
Dinizia excelsa Ducke,-64.21,-9.173333,GBIF,PRESERVED_SPECIMEN,1042693801,Dinizia excelsa
Dinizia excelsa Ducke,-64.35,-9.244167,GBIF,PRESERVED_SPECIMEN,1042698136,Dinizia excelsa
Dinizia excelsa Ducke,-63.99,-8.971389,GBIF,PRESERVED_SPECIMEN,1042698532,Dinizia excelsa
Dinizia excelsa Ducke,-65.16,-4.885833,GBIF,PRESERVED_SPECIMEN,1042716135,Dinizia excelsa
Dinizia excelsa Ducke,-65.15,-4.880556,GBIF,PRESERVED_SPECIMEN,1042716160,Dinizia excelsa
Dinizia excelsa Ducke,-67.81,-9.9747,GBIF,PRESERVED_SPECIMEN,1090544023,Dinizia excelsa
Dinizia excelsa Ducke,-52.8731,-10.8339,GBIF,PRESERVED_SPECIMEN,1424784214,Dinizia excelsa
Dinizia excelsa Ducke,-54.355206,-11.524631,GBIF,MATERIAL_SAMPLE,2250336801,Dinizia excelsa
Dinizia excelsa Ducke,-65.18,-4.88,GBIF,HUMAN_OBSERVATION,2465009622,Dinizia excelsa
Dinizia excelsa Ducke,-60.02528,-3.11333,GBIF,PRESERVED_SPECIMEN,2513375912,Dinizia excelsa
Dinizia excelsa Ducke,-51.855556,1.515833,GBIF,PRESERVED_SPECIMEN,2997395370,Dinizia excelsa
Dinizia excelsa Ducke,-53.23477,3.92404,GBIF,HUMAN_OBSERVATION,3847032237,Dinizia excelsa
Dinizia excelsa Ducke,-48.81,-3.483056,GBIF,PRESERVED_SPECIMEN,4415963719,Dinizia excelsa
Dinizia excelsa Ducke,-52.7,-0.783333,GBIF,PRESERVED_SPECIMEN,4947559515,Dinizia excelsa
Dinizia excelsa Ducke,-60.535278,-3.603056,GBIF,PRESERVED_SPECIMEN,5053820424,Dinizia excelsa
