lon,lat,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio12_precipitacao_anual,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,elevacao,declividade,pa,tipo
-59.860682,-2.442484,47.412681579589844,31.71125030517578,2393,98,421,117,0.006954549811780453,1,Presenca
-59.685556,-2.315278,48.05419158935547,31.919750213623047,2398,106,410,90,0.04828838258981705,1,Presenca
-60.063819,-3.553975,45.436492919921875,32.118499755859375,2184,60,369,28,0.02365141734480858,1,Presenca
-59.74583,-2.41625,48.940696716308594,31.828248977661133,2376,98,408,105,0.032258376479148865,1,Presenca
-63.216667,-9.1,48.023101806640625,33.02425003051758,2297,13,504,101,0.020734239369630814,1,Presenca
-51.616667,0.166667,68.5295181274414,32.748748779296875,2338,37,150,44,0.0906987264752388,1,Presenca
-51.62,-0.17,64.2341537475586,32.951751708984375,2383,46,194,12,0.04056879132986069,1,Presenca
-58.966667,-4.116667,50.833099365234375,32.54999923706055,2234,85,362,34,0.02000410668551922,1,Presenca
-63.11666,-9.16666,48.476871490478516,32.586997985839844,2351,13,510,113,0.024424979463219643,1,Presenca
-54.355206,-11.524631,64.53893280029297,34.56850051879883,1890,1,481,352,0.037831470370292664,1,Presenca
-65.18,-4.88,28.218034744262695,32.050750732421875,2442,89,500,90,0.009883420541882515,1,Presenca
-60.535278,-3.603056,39.335968017578125,32.06449890136719,2246,57,377,28,0.014995304867625237,1,Presenca
-56.126789,-9.839442,66.635986328125,36.36125183105469,2235,8,339,288,0.04045749828219414,1,Presenca
-53.837778,-3.389167,52.688655853271484,31.072500228881836,1674,39,172,197,0.09057829529047012,1,Presenca
-62.944722,-9.116111,47.546852111816406,32.5099983215332,2410,14,533,113,0.02670031599700451,1,Presenca
-57.846944,-9.122222,38.75631332397461,34.22875213623047,1959,7,271,247,0.1342708021402359,1,Presenca
-52.380833,-1.3825,56.890464782714844,32.548500061035156,2087,44,168,18,0.10370834916830063,1,Presenca
-53.244722,-0.764722,62.30110549926758,30.87299919128418,2163,53,169,346,0.10309194773435593,1,Presenca
-51.658889,0.9675,70.84114837646484,32.27674865722656,2319,42,151,119,0.07452215254306793,1,Presenca
-48.583333,-3.794722,42.444908142089844,32.05699920654297,2044,36,211,113,0.028883837163448334,1,Presenca
-63.251111,-8.915278,45.38854217529297,32.66225051879883,2287,15,500,95,0.021994037553668022,1,Presenca
-56.306111,-1.655278,64.2703628540039,32.88574981689453,2413,72,293,66,0.05622844770550728,1,Presenca
-61.595136,-7.948514,37.34532165527344,33.41350173950195,2446,22,364,112,0.0393097959458828,1,Presenca
-51.954722,-3.227222,56.432159423828125,32.276248931884766,2133,36,154,147,0.09099938720464706,1,Presenca
-64.205556,-9.143889,48.799835205078125,33.14925003051758,2064,24,481,94,0.03157304599881172,1,Presenca
-63.591667,-8.581667,44.630950927734375,32.94049835205078,2232,18,493,71,0.022274553775787354,1,Presenca
-64.591356,-9.411556,52.54551696777344,33.40925216674805,1920,25,461,121,0.04312306270003319,1,Presenca
-64.654939,-9.620525,53.68148422241211,33.265499114990234,1884,24,449,135,0.05064395070075989,1,Presenca
-60.285058,-2.439172,43.416080474853516,31.79800033569336,2389,93,424,77,0.052116233855485916,1,Presenca
-56,-4,60.913700103759766,32.8802490234375,2037,66,309,85,0.15315930545330048,1,Presenca
-51.972222,-0.973889,56.55431365966797,32.614749908447266,2500,52,227,18,0.05189947038888931,1,Presenca
-64.736111,-9.744722,55.49674987792969,33.11600112915039,1807,23,428,147,0.054620351642370224,1,Presenca
-65.355556000000007,-4.898333,28.80950355529785,32.035247802734375,2461,87,502,88,0.008399343118071556,1,Presenca
-64.95,-9.646944,54.94429016113281,33.16025161743164,1779,22,426,123,0.003710945602506399,1,Presenca
-48.798889,-2.797222,40.61542892456055,31.789499282836914,2312,52,211,54,0.03660561144351959,1,Presenca
-56.893889,-2.891389,67.24627685546875,33.07324981689453,2474,75,289,39,0.05117570608854294,1,Presenca
-59,-1,51.02878952026367,32.028751373291016,2279,104,322,158,0.039112091064453125,1,Presenca
-56.457222,-1.815556,65.53587341308594,32.84225082397461,2431,61,274,98,0.129510760307312,1,Presenca
-51.986389,-2.301667,51.74192810058594,32.23149871826172,2174,47,163,51,0.03977831080555916,1,Presenca
-48.473333,-2.102778,37.963687896728516,31.253250122070313,2390,72,334,36,0.012650096789002419,1,Presenca
