lon,lat,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio12_precipitacao_anual,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,elevacao,declividade,pa,tipo
-59.25,0.5833333333333335,53.7700080871582,32.51074981689453,1932,80,267,154,0.06332159042358398,0,Background
-63.916666666666664,-9.416666666666666,49.7974967956543,32.721248626708984,2075,18,476,146,0.04774060472846031,0,Background
-55.58333333333333,-10.583333333333332,48.006072998046875,35.81024932861328,2038,6,297,278,0.0579649917781353,0,Background
-54.416666666666664,-10.75,44.74946594238281,34.657249450683594,2130,3,312,387,0.02932116948068142,0,Background
-56.916666666666664,0.08333333333333393,56.753536224365234,32.329750061035156,2327,101,308,202,0.06813865900039673,0,Background
-45.58333333333333,-2.083333333333333,44.15629959106445,31.847749710083008,2459,21,124,44,0.05401650816202164,0,Background
-52.58333333333333,-6.25,31.79271697998047,33.191001892089844,1961,28,403,217,0.06767849624156952,0,Background
-65.41666666666666,-3.25,26.647296905517575,31.916500091552734,2959,157,630,82,0.01022763084620237,0,Background
-54.916666666666664,-8.083333333333332,53.39495468139648,34.84149932861328,2195,9,313,277,0.06223363801836967,0,Background
-50.75,0.41666666666666696,78.869110107421875,33.19850158691406,2019,17,80,13,0.02159255184233188,0,Background
-57.916666666666664,-7.25,32.47441864013672,34.079498291015625,2308,18,330,156,0.17556557059288025,0,Background
-54.75,-1.916666666666666,66.06459045410156,32.540748596191406,1640,27,154,13,0.06563529372215271,0,Background
-48.916666666666664,-2.416666666666666,38.78980255126953,31.65850067138672,2418,57,208,30,0.01930156163871288,0,Background
-54.08333333333333,-8.583333333333332,45.82020950317383,34.36349868774414,1963,12,367,332,0.0657079890370369,0,Background
-54.916666666666664,-1.416666666666666,63.235740661621094,32.205501556396484,2082,82,272,140,0.443488210439682,0,Background
-51.75,-3.583333333333332,50.90385437011719,31.534250259399418,2288,38,161,109,0.05510225892066955,0,Background
-60.416666666666664,-7.75,33.72307205200195,33.481998443603516,2347,21,358,102,0.04816515743732452,0,Background
-49.75,-3.916666666666666,53.5123405456543,32.51100158691406,2213,27,131,107,0.05075709894299507,0,Background
-65.58333333333333,-5.25,30.275772094726563,32.02824783325195,2593,82,533,99,0.00613065483048558,0,Background
-49.08333333333333,-4.25,54.46103286743164,33.578250885009766,2032,30,147,93,0.0485343374311924,0,Background
-50.916666666666664,-1.083333333333333,49.27692031860352,32.30949783325195,2360,54,224,18,0.00515281176194548,0,Background
-58.916666666666664,0.25,53.46385192871094,32.11225128173828,2046,88,283,215,0.10399027168750764,0,Background
-64.58333333333333,-1.416666666666666,28.895397186279297,31.703500747680664,2766,166,578,66,0.00452444609254598,0,Background
-57.416666666666664,-9.416666666666666,45.519039154052734,34.813499450683594,1992,6,291,286,0.11973577737808228,0,Background
-49.25,-1.25,55.48175048828125,32.35274887084961,2750,34,135,8,0.0123800653964281,0,Background
-51.75,0.5833333333333335,68.41766357421875,32.33449935913086,2319,44,162,111,0.0729827731847763,0,Background
-60.416666666666664,0.25,47.78807830810547,32.349998474121094,2076,88,345,100,0.08388235419988632,0,Background
-55.58333333333333,-3.916666666666666,60.02449035644531,32.738250732421875,1947,55,261,38,0.0922032967209816,0,Background
-69.08333333333333,-10.083333333333332,84.33203125,31.406999588012695,1792,27,595,221,0.05215710401535034,0,Background
-66.58333333333333,-2.916666666666666,30.325328826904297,31.67850112915039,2929,167,626,84,0.00613392703235149,0,Background
-48.08333333333333,-4.25,44.98431396484375,32.25199890136719,1794,26,212,240,0.05837579071521759,0,Background
-46.08333333333333,-3.916666666666666,55.311256408691406,32.60350036621094,1575,20,244,112,0.11686302721500395,0,Background
-47.416666666666664,-3.25,46.06800842285156,31.806249618530273,1911,43,182,159,0.03039243817329406,0,Background
-54.416666666666664,-11.416666666666666,60.14493179321289,34.497501373291016,1919,1,491,354,0.03652550652623176,0,Background
-58.25,-11.416666666666666,67.025787353515625,32.959999084472656,1950,3,437,299,0.01126923877745866,0,Background
-59.416666666666664,-2.416666666666666,51.178924560546875,31.985750198364254,2311,92,373,101,0.00958287436515092,0,Background
-66.91666666666666,-8.416666666666666,59.10272216796875,32.08824920654297,2097,28,521,147,0.01099284272640943,0,Background
-56.25,-1.75,65.572357177734375,33.132999420166016,2366,60,267,47,0.11094645410776138,0,Background
-60.58333333333333,-11.583333333333332,64.7066650390625,32.822750091552734,1938,7,266,403,0.07026025652885437,0,Background
-58.58333333333333,0.5833333333333335,54.92988586425781,32.22425079345703,1957,77,251,217,0.17857515811920166,0,Background
-54.25,-12.75,97.0571746826172,33.10074996948242,1728,1,669,356,0.02255409024655819,0,Background
-48.08333333333333,-1.75,41.824581146240234,31.234251022338867,2390,69,285,40,0.02113207057118416,0,Background
-45.25,-2.916666666666666,45.016239166259766,32.425750732421875,2013,20,146,30,0.01516737323254346,0,Background
-61.916666666666664,1.0833333333333337,50.347373962402344,32.76625061035156,1943,72,276,52,0.02742899395525455,0,Background
-54.25,-5.916666666666666,39.1430778503418,32.84299850463867,1983,23,252,224,0.01917050220072269,0,Background
-60.58333333333333,-7.25,33.47494888305664,33.41524887084961,2514,31,584,85,0.05020909756422043,0,Background
-52.916666666666664,-13.083333333333332,109.92073822021484,33.7755012512207,1609,1,388,340,0.03699652850627899,0,Background
-50.25,-1.583333333333333,42.2019157409668,32.10049819946289,2418,63,234,18,0.01894267089664936,0,Background
-65.25,-9.583333333333332,56.60882186889648,33.1505012512207,1721,17,411,115,0.07152394950389862,0,Background
-59.58333333333333,-6.416666666666666,36.035030364990234,33.20425033569336,2174,35,486,127,0.02694325894117355,0,Background
-60.08333333333333,-12.583333333333332,83.226409912109375,32.46099853515625,2004,10,469,590,0.08031446486711502,0,Background
-45.25,-4.083333333333332,71.91381072998047,34.05875015258789,1622,14,108,41,0.04038790240883827,0,Background
-58.08333333333333,-8.416666666666666,35.323768615722656,34.425750732421875,2058,9,292,163,0.1115320846438408,0,Background
-59.916666666666664,-0.583333333333333,45.42362976074219,31.59549903869629,2197,113,363,218,0.04417377710342407,0,Background
-63.58333333333333,-6.583333333333332,33.856346130371094,32.864501953125,2259,39,351,74,0.00948707107454538,0,Background
-61.25,-1.75,33.3414306640625,31.671001434326172,2521,130,489,47,0.04497450590133667,0,Background
-54.25,-11.25,58.13957214355469,35.122249603271484,2001,1,518,331,0.04074932262301445,0,Background
-57.916666666666664,-9.583333333333332,41.43818283081055,34.3797492980957,1928,4,262,255,0.03208773955702782,0,Background
-52.25,-10.25,45.70154571533203,35.042999267578125,2007,4,532,292,0.03814617544412613,0,Background
-65.41666666666666,-9.583333333333332,57.08967590332031,33.0572509765625,1725,16,413,128,0.07901805639266968,0,Background
-56.58333333333333,-3.916666666666666,59.387428283691406,32.57749938964844,2172,65,307,106,0.03988406434655189,0,Background
-53.916666666666664,-12.416666666666664,94.00221252441406,33.78424835205078,1739,1,677,335,0.03367344290018082,0,Background
-67.58333333333333,-4.75,36.12389373779297,31.655250549316406,2623,98,586,110,0.01901563070714473,0,Background
-66.58333333333333,-4.75,32.766910552978516,31.91374969482422,2570,93,535,83,0.03894737735390663,0,Background
-56.58333333333333,-3.083333333333333,66.07282257080078,32.984500885009766,2206,52,263,49,0.04407059028744697,0,Background
-49.08333333333333,-0.583333333333333,76.0804214477539,32.851749420166016,3138,33,127,3,0.00233174487948417,0,Background
-53.75,-10.916666666666666,52.42827606201172,34.79999923706055,2138,2,552,336,0.04453657940030098,0,Background
-53.58333333333333,1.916666666666667,56.70413589477539,31.699501037597656,2284,56,203,301,0.03110918402671814,0,Background
-57.916666666666664,-2.583333333333333,62.884464263916016,32.99774932861328,2025,49,231,14,0.05109025537967682,0,Background
-59.916666666666664,-7.25,35.595726013183594,33.826751708984375,1946,22,308,154,0.0790555477142334,0,Background
-52.08333333333333,-5.583333333333332,34.349212646484375,32.18450164794922,1849,24,308,261,0.12465191632509232,0,Background
-56.58333333333333,-12.25,90.51920318603516,32.47275161743164,2266,3,779,336,0.07007674127817154,0,Background
-61.58333333333333,-0.916666666666666,34.621978759765625,31.707500457763672,2592,143,466,44,7.721432484686375e-4,0,Background
-68.25,-5.25,38.6822624206543,31.5885009765625,2690,91,613,123,0.01639569737017154,0,Background
-56.25,-11.083333333333332,50.81254196166992,33.77000045776367,1944,3,491,415,0.1252705454826355,0,Background
-58.916666666666664,-10.416666666666666,50.08152770996094,33.63349914550781,1993,6,226,334,0.2679218351840973,0,Background
-61.08333333333333,-10.916666666666666,55.34413528442383,32.94300079345703,2027,8,248,205,0.05198810994625091,0,Background
-65.25,-9.083333333333332,51.67412567138672,32.82600021362305,1883,20,460,130,0.0997084453701973,0,Background
-63.24999999999999,-1.416666666666666,28.874441146850582,31.247249603271484,2546,144,502,56,0.00736892456188797,0,Background
-58.75,1.0833333333333337,54.52783966064453,31.69974899291992,1829,67,226,325,0.17569522559642792,0,Background
-60.08333333333333,0.916666666666667,53.89421081542969,32.680999755859375,1962,65,289,125,0.0115837063640356,0,Background
-63.916666666666664,-4.083333333333332,27.0396728515625,31.965749740600582,2115,81,550,65,0.02025855332612991,0,Background
-63.58333333333333,-9.083333333333332,48.68614959716797,32.93775177001953,2208,17,490,109,0.01752735860645771,0,Background
-58.416666666666664,-10.916666666666666,57.97658920288086,34.013999938964844,1962,4,445,248,0.04139207676053047,0,Background
-61.08333333333333,-3.916666666666666,34.54187774658203,31.993249893188477,2438,95,462,44,0.01246002595871687,0,Background
-51.08333333333333,-9.583333333333332,44.36434555053711,34.39799880981445,1899,8,291,305,0.27056393027305603,0,Background
-65.25,-4.416666666666666,28.069921493530273,32.07099914550781,2276,95,452,76,0.02290019579231739,0,Background
-68.25,-7.583333333333332,56.95158386230469,31.52224922180176,2218,43,497,175,0.06180225685238838,0,Background
-54.75,-8.916666666666666,64.88224792480469,34.509498596191406,2189,10,156,542,0.2412368655204773,0,Background
-61.75,-7.75,35.888160705566406,33.353248596191406,2371,24,336,82,0.03830902278423309,0,Background
-55.916666666666664,-10.083333333333332,59.96356964111328,36.08024978637695,2151,8,326,278,0.02998215518891811,0,Background
-60.75,-2.75,39.2264404296875,31.75724983215332,2295,67,383,20,0.0360136516392231,0,Background
-61.25,1.5833333333333337,56.256103515625,32.84925079345703,1864,61,289,57,0.01845829375088215,0,Background
-53.916666666666664,0.75,59.41106033325195,31.497249603271484,2253,62,214,309,0.10363664478063583,0,Background
-58.25,-0.08333333333333304,54.58832550048828,32.24625015258789,2209,98,300,193,0.07452772557735443,0,Background
-58.58333333333333,-10.916666666666666,56.85564804077149,33.84175109863281,1946,4,436,286,0.09358014166355132,0,Background
-70.58333333333333,-9.25,69.671722412109375,31.030000686645508,2005,37,674,259,0.02758176438510418,0,Background
-50.58333333333333,-0.583333333333333,58.92512130737305,32.40325164794922,2425,43,196,13,0.00504310289397835,0,Background
-53.58333333333333,-0.916666666666666,62.286991119384766,30.35325050354004,2250,52,165,436,0.24935795366764069,0,Background
-57.416666666666664,1.416666666666667,54.80128479003906,32.251251220703125,1888,55,191,241,0.04170858487486839,0,Background
-65.91666666666666,-5.083333333333332,31.007089614868164,32.006248474121094,2566,80,519,96,0.01868787035346031,0,Background
-57.08333333333333,-8.583333333333332,41.7340087890625,34.722251892089844,2089,10,302,225,0.2233101427555084,0,Background
-62.75,0.916666666666667,44.80779266357422,32.29800033569336,1873,86,293,71,0.03877071291208267,0,Background
-63.24999999999999,-0.916666666666666,32.61788558959961,31.41724967956543,2433,133,453,43,0.01172470767050981,0,Background
-62.416666666666664,-5.416666666666666,28.199817657470703,32.57074737548828,2283,68,458,67,0.02061052806675434,0,Background
-50.25,-2.583333333333333,41.74785614013672,32.03424835205078,2570,53,184,43,0.02994636073708534,0,Background
-54.08333333333333,-4.083333333333332,51.15840148925781,30.947999954223633,1749,39,227,333,0.1661691963672638,0,Background
-63.74999999999999,0.916666666666667,42.25148391723633,32.420501708984375,2400,113,438,93,0.5175034403800964,0,Background
-59.58333333333333,-11.25,62.561561584472656,32.58625030517578,1906,6,423,353,0.11748099327087402,0,Background
-51.58333333333333,-8.583333333333332,34.36250305175781,33.941497802734375,1961,9,335,330,0.2056245505809784,0,Background
-55.58333333333333,-4.416666666666666,53.683807373046875,31.917749404907227,2120,63,340,212,0.250347375869751,0,Background
-58.58333333333333,-7.583333333333332,33.63895034790039,33.894248962402344,2126,15,308,161,0.05273937433958053,0,Background
-47.416666666666664,-2.583333333333333,44.099754333496094,31.717750549316406,2033,50,249,92,0.08584096282720566,0,Background
-66.25,-7.25,42.05618667602539,32.19050216674805,2512,44,563,120,0.00949553493410348,0,Background
-57.75,-3.416666666666666,60.79298400878906,32.94475173950195,2013,97,329,24,0.02808090485632419,0,Background
-55.916666666666664,-7.583333333333332,46.5647087097168,34.14400100708008,2107,13,290,296,0.0447070337831974,0,Background
-68.08333333333333,-3.75,35.45022201538086,31.309249877929688,2705,144,584,105,0.00700645986944437,0,Background
-55.58333333333333,-8.25,54.709102630615234,34.742000579833984,2187,9,301,284,0.19716353714466095,0,Background
-57.916666666666664,-2.416666666666666,61.790035247802734,32.846500396728516,2088,50,236,51,0.09444555640220642,0,Background
-63.74999999999999,-8.583333333333332,45.08439636230469,33.04349899291992,2230,21,499,76,0.01822398602962494,0,Background
-58.75,-5.75,40.697872161865234,33.04724884033203,2227,44,442,109,0.03929139673709869,0,Background
-55.58333333333333,0.25,57.70859909057617,31.496000289916992,2296,83,272,365,0.07434874027967453,0,Background
-45.916666666666664,-3.25,51.42964553833008,32.45600128173828,1887,35,215,67,0.04531862214207649,0,Background
-54.416666666666664,-4.083333333333332,51.10807418823242,30.975500106811523,1778,43,234,314,0.30589428544044495,0,Background
-65.25,-3.75,27.09626579284668,32.01274871826172,2583,123,535,82,0.02592154592275619,0,Background
-49.58333333333333,-5.416666666666666,56.554046630859375,33.875999450683594,1815,25,193,157,0.03040328994393348,0,Background
-56.416666666666664,-10.25,50.671600341796875,35.231998443603516,2141,6,311,302,0.09579512476921082,0,Background
-66.58333333333333,-8.916666666666666,60.79249572753906,32.285499572753906,1960,21,490,144,0.00779925053939223,0,Background
-63.58333333333333,-0.583333333333333,34.44586944580078,31.624000549316406,2441,144,466,48,0.01678016036748886,0,Background
-63.416666666666664,0.916666666666667,35.66887664794922,28.81999969482422,2448,120,421,861,0.9356224536895752,0,Background
-57.25,-2.75,65.63912200927734,33.234500885009766,2422,72,273,11,0.03666126355528831,0,Background
-55.916666666666664,-2.75,62.61354446411133,32.3697509765625,2032,37,203,107,0.04046196117997169,0,Background
-51.916666666666664,-8.583333333333332,32.58808898925781,33.539249420166016,1984,9,341,368,0.2245277315378189,0,Background
-48.08333333333333,-1.25,46.44029235839844,31.35924911499023,2596,52,233,37,0.02275043725967407,0,Background
-54.75,-12.416666666666664,84.50811004638672,33.26300048828125,1785,1,698,358,0.05016441270709038,0,Background
-69.41666666666666,-10.083333333333332,81.9738540649414,31.388500213623047,1799,25,611,236,0.03924303129315376,0,Background
-52.75,-5.916666666666666,33.390472412109375,32.673248291015625,1907,29,359,229,0.09122714400291444,0,Background
-52.75,-10.916666666666666,56.93707656860352,35.46500015258789,2053,3,541,312,0.02882066555321216,0,Background
-59.08333333333333,-0.08333333333333304,52.27801132202149,32.3442497253418,2126,98,311,148,0.20695459842681885,0,Background
-54.416666666666664,-9.25,54.0377311706543,34.7547492980957,2136,9,366,376,0.2539686858654022,0,Background
-52.416666666666664,-10.916666666666666,57.751407623291016,34.98324966430664,1945,3,510,326,0.05914583057165146,0,Background
-52.58333333333333,0.916666666666667,64.3071517944336,31.993249893188477,2388,61,211,183,0.28213709592819214,0,Background
-60.25,-4.416666666666666,40.15420150756836,32.32474899291992,2241,79,408,39,0.00670793326571583,0,Background
-62.08333333333333,-7.583333333333332,37.14990997314453,33.20100021362305,2236,24,299,80,0.01365191955119371,0,Background
-62.916666666666664,-4.416666666666666,28.786270141601563,31.98150062561035,2441,95,628,63,0.00934381037950515,0,Background
-61.58333333333333,-10.416666666666666,50.101619720458984,32.77949905395508,2086,12,253,220,0.08526452630758286,0,Background
-49.916666666666664,-3.75,49.35261917114258,32.346500396728516,2259,28,202,114,0.02604990266263485,0,Background
-64.91666666666666,-5.583333333333332,29.19474220275879,32.32624816894531,2660,81,573,80,0.00905092805624008,0,Background
-62.416666666666664,-7.083333333333332,37.06703567504883,33.20050048828125,2209,32,324,68,0.026060182601213452,0,Background
-52.416666666666664,2.5833333333333335,58.576515197753906,32.415000915527344,2566,55,250,148,0.03513024747371673,0,Background
-57.75,-10.75,51.80413818359375,33.60725021362305,2048,2,489,339,0.28845474123954773,0,Background
-60.08333333333333,1.0833333333333337,55.48982238769531,32.78274917602539,1920,60,280,113,0.03300359845161438,0,Background
-68.08333333333333,-5.416666666666666,39.296627044677734,31.565750122070313,2669,84,607,140,0.01919083856046199,0,Background
-63.916666666666664,-2.083333333333333,25.720558166503903,31.499500274658203,2833,164,620,66,0.00233174487948417,0,Background
-58.08333333333333,-0.583333333333333,55.33327865600586,32.43400192260742,2316,102,314,134,0.06812772899866104,0,Background
-60.25,-8.916666666666666,38.30579376220703,33.520999908447266,2155,10,284,141,0.05868475139141083,0,Background
-67.41666666666666,-6.083333333333332,40.50375747680664,31.855249404907227,2552,64,568,127,0.01583594642579555,0,Background
-48.916666666666664,-2.916666666666666,46.131404876708984,32.41374969482422,2354,51,218,50,0.03629385679960251,0,Background
-54.58333333333333,-11.083333333333332,51.66685485839844,35.30125045776367,1996,1,268,322,0.06696632504463196,0,Background
-62.58333333333333,-5.916666666666666,30.00475311279297,32.804500579833984,2159,51,458,69,0.00661413883790373,0,Background
-55.416666666666664,-11.75,62.77788162231445,33.92525100708008,1884,1,496,374,0.00641482882201671,0,Background
-58.08333333333333,-10.916666666666666,55.57334899902344,33.38750076293945,1972,2,449,301,0.04575527459383011,0,Background
-53.58333333333333,-3.583333333333332,50.83705139160156,31.58550071716309,1629,44,176,139,0.14619040489196777,0,Background
-66.08333333333333,-8.25,50.104286193847656,32.37950134277344,2139,25,519,123,0.02040871977806091,0,Background
-62.25,-9.75,46.91913986206055,33.406002044677734,2229,17,291,160,0.01905841939151287,0,Background
-57.58333333333333,-11.083333333333332,57.929710388183594,34.01250076293945,1960,1,441,290,0.08222482353448868,0,Background
-54.58333333333333,-1.083333333333333,62.054237365722656,31.215499877929688,2164,71,239,296,0.1485353857278824,0,Background
-56.75,0.41666666666666696,55.66158676147461,32.30350112915039,2205,86,266,227,0.02246150933206081,0,Background
-53.58333333333333,-12.75,104.43748474121094,33.46125030517578,1687,2,655,338,0.05434554070234299,0,Background
-59.08333333333333,-3.583333333333332,53.983489990234375,32.61249923706055,2296,88,365,24,0.01625254936516285,0,Background
-69.58333333333333,-8.083333333333332,62.572654724121094,31.128250122070313,2284,48,740,188,0.01955826021730899,0,Background
-61.25,-5.083333333333332,32.118370056152344,32.688751220703125,2468,77,484,51,0.00548829091712832,0,Background
-52.916666666666664,-3.583333333333332,50.95101547241211,31.331499099731445,1757,35,162,240,0.05690805613994598,0,Background
-57.916666666666664,-8.25,35.314884185791016,34.396751403808594,2110,10,302,179,0.01583421789109707,0,Background
-53.75,-10.583333333333332,45.659393310546875,34.92824935913086,2256,3,349,345,0.0535951517522335,0,Background
-62.08333333333333,1.0833333333333337,51.39031600952149,32.81624984741211,1956,74,284,56,0.11448972672224043,0,Background
-63.08333333333333,-3.25,26.359527587890625,31.5572509765625,2490,109,589,48,0.01375429052859544,0,Background
-63.24999999999999,-9.25,49.1800422668457,33.063499450683594,2262,10,501,107,0.03100122138857841,0,Background
-56.58333333333333,-1.75,64.61836242675781,32.6557502746582,2453,61,279,119,0.09755339473485948,0,Background
-59.916666666666664,-6.416666666666666,35.38987731933594,33.29475021362305,2246,37,510,94,0.08016041666269302,0,Background
-52.25,-3.416666666666666,55.87651443481445,32.39149856567383,2038,33,149,125,0.0509926788508892,0,Background
-54.08333333333333,-6.083333333333332,37.7448616027832,32.95774841308594,1992,23,259,226,0.00938974786549806,0,Background
-61.08333333333333,-5.583333333333332,33.71575927734375,32.99850082397461,2497,68,503,42,0.00593342585489153,0,Background
-62.75,-7.916666666666666,40.512447357177734,33.00325012207031,2188,20,490,85,0.03685882315039635,0,Background
-60.916666666666664,-9.583333333333332,42.59889602661133,33.11674880981445,2157,9,253,176,0.03314831480383873,0,Background
-62.416666666666664,-4.25,27.60175323486328,31.943500518798828,2579,97,654,46,0.02704845555126667,0,Background
-47.25,-3.416666666666666,45.400577545166016,32.225250244140625,1844,39,178,103,0.07796069234609604,0,Background
-54.416666666666664,-9.75,53.96622085571289,35.262001037597656,2245,7,369,393,0.06573536992073059,0,Background
-63.74999999999999,-4.916666666666666,27.631948471069336,32.24974822998047,2482,78,672,64,0.01864664070308208,0,Background
-66.58333333333333,-8.583333333333332,57.536808013916016,32.217750549316406,2027,25,506,144,0.02209223061800003,0,Background
-58.916666666666664,-10.083333333333332,45.75594711303711,34.018001556396484,1934,5,227,168,0.07273182272911072,0,Background
-53.25,-4.083333333333332,47.85642623901367,31.55900001525879,1653,35,190,176,0.01763241365551948,0,Background
-61.58333333333333,-3.75,30.441164016723633,31.772499084472656,2603,102,503,24,0.01627964526414871,0,Background
-60.916666666666664,-10.083333333333332,47.168365478515625,33.185001373291016,2095,8,237,159,0.05012894794344902,0,Background
-61.58333333333333,-8.416666666666666,39.368919372558594,34.01124954223633,2412,21,370,102,0.05693796277046203,0,Background
-64.08333333333333,-6.25,31.05677032470703,32.680999755859375,2362,48,378,79,0.01208634115755558,0,Background
-55.08333333333333,-7.916666666666666,53.12179946899414,34.72074890136719,2186,10,302,293,0.01847827993333339,0,Background
-59.58333333333333,-8.75,36.474822998046875,33.782249450683594,2046,9,276,142,0.04187237843871116,0,Background
-48.08333333333333,-2.25,39.7262077331543,31.544750213623047,2225,62,304,40,0.01972038857638836,0,Background
-49.75,-2.416666666666666,43.49372482299805,32.37174987792969,2516,48,180,22,0.01920496113598346,0,Background
-59.75,-1.583333333333333,50.19271469116211,32.109249114990234,2344,113,384,50,0.01525784097611904,0,Background
-63.74999999999999,-11.583333333333332,63.60443878173828,33.014251708984375,1631,12,389,280,0.0794370025396347,0,Background
-49.25,-2.416666666666666,41.68156814575195,32.101749420166016,2475,53,201,20,0.02742837741971016,0,Background
-65.58333333333333,-4.75,29.39550018310547,32.042999267578125,2448,89,495,85,0.01152255479246378,0,Background
-59.08333333333333,-0.25,51.93337631225586,32.37200164794922,2157,100,316,130,0.20195406675338745,0,Background
-61.916666666666664,-9.416666666666666,44.0837287902832,33.332000732421875,2231,20,296,143,0.02058373391628265,0,Background
-60.416666666666664,-3.75,41.4556884765625,32.14350128173828,2227,63,383,28,0.01220163237303495,0,Background
-49.75,-4.416666666666666,51.766883850097656,32.84600067138672,1998,26,138,104,0.06705233454704285,0,Background
-60.25,-11.416666666666666,62.759647369384766,32.34299850463867,1934,6,428,376,0.06528305262327194,0,Background
-58.75,-3.583333333333332,53.20425796508789,32.6567497253418,2264,84,336,24,0.03804951161146164,0,Background
-54.58333333333333,-8.75,55.95067596435547,34.740501403808594,2068,10,151,346,0.2719394862651825,0,Background
-51.08333333333333,-9.25,39.0701789855957,34.029998779296875,1913,8,301,337,0.1520925015211105,0,Background
-63.24999999999999,-1.75,27.258451461791992,31.30175018310547,2630,153,542,59,0.01334418077021837,0,Background
-55.75,0.41666666666666696,57.50080871582031,31.838499069213867,2246,80,257,322,0.04080099612474441,0,Background
-66.41666666666666,-2.916666666666666,30.143795013427734,31.750999450683594,2890,165,616,81,0.01384364627301693,0,Background
-61.25,-7.75,34.75032424926758,33.38475036621094,2565,24,396,98,0.02613823860883712,0,Background
-53.58333333333333,-8.916666666666666,39.52309799194336,34.55500030517578,2034,10,371,302,0.03638012334704399,0,Background
-59.25,-7.083333333333332,34.880157470703125,33.337501525878906,2012,21,459,185,0.131972536444664,0,Background
-63.74999999999999,-11.416666666666666,60.91072845458984,32.665000915527344,1635,12,388,257,0.02839352563023567,0,Background
-53.916666666666664,-0.08333333333333304,60.758522033691406,31.864749908447266,2313,58,234,211,0.15992259979248047,0,Background
-62.75,-3.416666666666666,26.452665328979492,31.555749893188477,2539,104,606,34,0.02223579958081245,0,Background
-55.58333333333333,-6.916666666666666,43.090782165527344,33.94350051879883,2192,16,295,233,0.04708896577358246,0,Background
-63.916666666666664,0.75,39.42192840576172,32.447750091552734,2474,121,451,75,0.03970727697014809,0,Background
-50.416666666666664,0.08333333333333393,73.74932098388672,32.59550094604492,2302,28,110,8,0.0038768972735852,0,Background
-52.58333333333333,-1.25,59.101295471191406,31.955249786376953,2069,43,158,114,0.12874191999435425,0,Background
-53.08333333333333,-8.75,37.474952697753906,34.05524826049805,2039,10,364,379,0.02674419246613979,0,Background
-64.75,-10.083333333333332,57.60340881347656,33.302249908447266,1801,21,424,173,0.04641345515847206,0,Background
-56.416666666666664,-2.916666666666666,65.305999755859375,32.69649887084961,2176,47,240,85,0.05237274244427681,0,Background
-59.916666666666664,-2.25,46.72743225097656,31.808500289916992,2424,109,432,105,0.0212005078792572,0,Background
-50.416666666666664,-2.083333333333333,40.61710357666016,32.142250061035156,2654,63,237,21,0.02962622605264187,0,Background
-58.58333333333333,-11.916666666666664,79.24571990966797,33.20524978637695,1958,4,448,307,0.03951571881771087,0,Background
-64.08333333333333,-4.75,27.6780948638916,32.19974899291992,2428,81,530,74,0.01581513695418834,0,Background
-61.75,-7.916666666666666,36.71906661987305,33.21549987792969,2357,21,336,99,0.04006950929760933,0,Background
-62.916666666666664,-11.083333333333332,56.46332931518555,32.916500091552734,1729,10,257,283,0.06509267538785934,0,Background
-53.58333333333333,-6.25,35.77635192871094,33.12049865722656,1984,22,274,254,0.04630378261208534,0,Background
-53.58333333333333,-2.25,59.62528610229492,31.80699920654297,1726,27,104,64,0.16013357043266296,0,Background
-55.08333333333333,-11.25,51.86405944824219,34.137001037597656,1880,1,487,351,0.03477196767926216,0,Background
-69.75,-8.083333333333332,61.46691131591797,31.013500213623047,2272,48,735,199,0.00837492849677801,0,Background
-62.58333333333333,0.41666666666666696,44.15562438964844,32.424251556396484,2079,99,336,43,0.01573995687067508,0,Background
-57.08333333333333,-6.583333333333332,38.35226821899414,33.231998443603516,2241,28,309,267,0.1006142869591713,0,Background
-64.41666666666666,-10.083333333333332,54.98228454589844,33.05175018310547,1867,19,435,156,0.0455658882856369,0,Background
-62.08333333333333,0.916666666666667,47.669219970703125,32.4327507019043,1925,76,284,61,0.02021068334579467,0,Background
-64.75,-11.75,70.09268951416016,33.19649887084961,1609,11,371,168,0.02480474859476089,0,Background
-58.08333333333333,-0.4166666666666661,55.26389694213867,32.381248474121094,2308,104,315,153,0.11019891500473022,0,Background
-53.08333333333333,1.416666666666667,61.43925476074219,31.6197509765625,2334,59,208,289,0.05999897792935371,0,Background
-50.75,-0.25,66.52217864990234,32.71725082397461,2343,36,143,7,0.00588593352586031,0,Background
-59.75,-3.583333333333332,48.57952499389648,32.237998962402344,2229,72,375,40,0.00225811987183988,0,Background
-57.58333333333333,-8.083333333333332,35.30117416381836,34.51449966430664,2159,12,311,170,0.03928493335843086,0,Background
-63.74999999999999,-7.083333333333332,36.2604866027832,32.909751892089844,2286,31,341,83,0.007147962693125,0,Background
-46.25,-4.75,55.74894714355469,31.711999893188477,1281,9,146,349,0.05880610644817352,0,Background
-58.25,-0.75,55.314697265625,32.310001373291016,2302,98,308,159,0.08933131396770477,0,Background
-64.25,-12.083333333333332,72.13565826416016,33.12950134277344,1559,11,368,174,0.01975085400044918,0,Background
-51.75,-5.583333333333332,33.98588562011719,32.485748291015625,1834,21,302,202,0.0648650974035263,0,Background
-61.25,-8.25,36.15570068359375,33.25374984741211,2447,18,367,122,0.03287854045629501,0,Background
