lon,lat,pa,tipo,pred_brt,pred_bin_brt
-59.41666666666667,-9.416666666666664,0,background,0.0844675022389848,1
-52.25,-8.08333333333333,0,background,0.01145515553423766,0
-66.41666666666667,-9.749999999999996,0,background,0.17735536672378224,1
-70.08333333333333,-10.749999999999996,0,background,0.009481482675825438,0
-55.083333333333336,-5.7499999999999964,0,background,0.039201409733157784,0
-61.91666666666667,-1.4166666666666643,0,background,0.17393806398573736,1
-48.41666666666667,-2.2499999999999973,0,background,0.09075476268875264,1
-53.583333333333336,-1.2499999999999971,0,background,0.052565570210183966,0
-48.583333333333336,-6.08333333333333,0,background,0.02834407516467257,0
-52.583333333333336,-10.08333333333333,0,background,0.018995278193406177,0
-64.08333333333333,-0.24999999999999736,0,background,0.0710789580356099,0
-52.41666666666667,-10.416666666666664,0,background,0.04782835483345364,0
-58.75,-3.0833333333333304,0,background,0.08677461493053498,1
-49.083333333333336,-6.916666666666664,0,background,0.028861535709455384,0
-61.25,4.083333333333336,0,background,0.05322701044167171,0
-50.91666666666667,-4.916666666666664,0,background,0.010976168629423449,0
-50.91666666666667,-6.58333333333333,0,background,0.014869482980113223,0
-55.25,-8.58333333333333,0,background,0.025325811179659673,0
-58.91666666666667,-10.08333333333333,0,background,0.01769187147047573,0
-66.25,0.25000000000000266,0,background,0.037591435607853954,0
-60.25,-7.08333333333333,0,background,0.04822448867365248,0
-60.583333333333336,2.916666666666669,0,background,0.05910058966791967,0
-57.25,-9.249999999999996,0,background,0.010318799552903296,0
-58.41666666666667,0.5833333333333357,0,background,0.03350752071019962,0
-69.41666666666667,-5.7499999999999964,0,background,0.016247513708141745,0
-58.91666666666667,-4.916666666666664,0,background,0.042620785335926226,0
-55.583333333333336,-10.916666666666664,0,background,0.016442267926215476,0
-58.91666666666667,-6.08333333333333,0,background,0.031127949558103125,0
-64.08333333333333,-1.2499999999999971,0,background,0.015085861076945777,0
-64.91666666666667,-3.916666666666664,0,background,0.051247516712496985,0
-49.75,-7.08333333333333,0,background,0.016627512637627427,0
-56.083333333333336,-11.583333333333329,0,background,0.026167618436950462,0
-61.583333333333336,-9.416666666666664,0,background,0.1328807275511026,1
-67.58333333333333,-1.0833333333333304,0,background,0.013489405176663787,0
-63.91666666666667,-5.58333333333333,0,background,0.028902063373135507,0
-69.08333333333333,-9.249999999999996,0,background,0.01716330005111178,0
-49.583333333333336,-3.916666666666664,0,background,0.04988769297851515,0
-67.75,-0.9166666666666644,0,background,0.015028429121460966,0
-46.41666666666667,-2.4166666666666643,0,background,0.19251912726081774,1
-52.083333333333336,-3.4166666666666643,0,background,0.09347279834134435,1
-57.75,1.0833333333333357,0,background,0.025747947642664398,0
-51.41666666666667,-8.58333333333333,0,background,0.016092315783343674,0
-62.25,-0.4166666666666643,0,background,0.03730069406718306,0
-55.91666666666667,-10.749999999999996,0,background,0.011277015375569695,0
-62.25,-8.916666666666664,0,background,0.062087758510577004,0
-63.083333333333336,1.2500000000000029,0,background,0.0670148303085392,0
-65.08333333333333,-6.2499999999999964,0,background,0.04164705330199157,0
-68.41666666666667,-2.7499999999999964,0,background,0.014903753188629354,0
-64.08333333333333,-4.416666666666664,0,background,0.03956522991209835,0
-57.91666666666667,0.4166666666666696,0,background,0.03649009399539973,0
-67.08333333333333,-3.0833333333333304,0,background,0.014401305456302976,0
-69.41666666666667,-8.249999999999996,0,background,0.058949438320541274,0
-58.75,-0.08333333333333037,0,background,0.03826270052208297,0
-53.75,-8.916666666666664,0,background,0.01023211279595075,0
-54.583333333333336,-4.58333333333333,0,background,0.021285214069407987,0
-50.25,-6.08333333333333,0,background,0.01593580729544908,0
-54.41666666666667,-7.916666666666664,0,background,0.010708681890490913,0
-68.75,-0.7499999999999973,0,background,0.011755511350795549,0
-57.583333333333336,-12.416666666666664,0,background,0.02073646313441134,0
-50.083333333333336,-1.0833333333333304,0,background,0.47163139750915867,1
-65.91666666666667,-0.5833333333333304,0,background,0.0430678807175738,0
-58.083333333333336,-10.916666666666664,0,background,0.03142731187335063,0
-64.41666666666667,-4.08333333333333,0,background,0.045459491029244674,0
-60.91666666666667,-7.08333333333333,0,background,0.03134781528987046,0
-72.25,-6.58333333333333,0,background,0.015703147824308362,0
-68.75,-5.08333333333333,0,background,0.015347211148962326,0
-62.25,-1.4166666666666643,0,background,0.03824089035492207,0
